Name of your department or Course,cgpa,non_stem_count,year,Adjusting my learning style for non-STEM courses is more challenging than for STEM courses. (Switching Cost),Switching focus from STEM to non-STEM subjects is mentally exhausting. (Switching Cost),"Non-STEM courses improve my soft skills, such as communication and critical thinking. (Switching Benefit)",Studying non-STEM subjects broadens my overall perspective on learning.,Non-STEM courses significantly increase my academic workload. (Work Overload),Managing both STEM and non-STEM courses is challenging. (Work Overload),I am unsure how non-STEM courses contribute to my academic goals. (Role Ambiguity),I struggle to see the practical application of non-STEM subjects compared to STEM subjects. (Role Ambiguity),Balancing non-STEM and STEM coursework leaves me with less time for personal activities. (Work–Home Conflict),I feel that non-STEM courses are a waste of my time compared to STEM courses. (General Grumbling),"Courses in the humanities (e.g., literature, philosophy) are unnecessary for STEM students.","Social science courses (e.g., sociology, psychology) seem less relevant to my field than STEM subjects.""",I believe non-STEM courses are valuable despite their challenges. (Willingness),I am open to integrating lessons from non-STEM courses into my academic work.  (Willingness),I will likely apply the knowledge I gain from non-STEM courses in my personal or professional life. (Long-Term Adoption),Which non-STEM courses have been most beneficial to you and why?,What challenges have you faced balancing STEM and non-STEM coursework?,Your perspective on STEM versus non-STEM courses. ,gender,cgpa_numeric,year_numeric,non_stem_count_numeric,gender_encoded
CSE (STEM),3.00-3.25,I cant recall,4th year,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Economics. As it has Borden my intellect in the industry,Workload,Neurtral,Female,3.125,4.0,,Female
CSE (STEM),3.00-3.25,More than 5,4th year,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,"Business course. Because business courses teaches me an extra curriculum and real-world usable experience, and i love to learn this course.",Take more times than STEM courses.,Effective in real-world.,Male,3.125,4.0,5.0,Male
CSE (STEM),Less than 2.5,3,3rd year,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,"In ENG101, I have the opportunity to improve my English speaking skills, and I also learn about IELTS.",Balancing STEM and non-STEM coursework is challenging because STEM demands logical problem-solving while non-STEM requires creativity and critical thinking. Managing time and adapting to different learning styles often becomes difficult.,"STEM courses build analytical and technical skills, while non-STEM courses enhance creativity and communication. Together, they create a balanced foundation for personal and professional growth.",Female,2.25,3.0,3.0,Female
CSE (STEM),3.25-3.50,1,Fourth,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,"Communications - Good for media, PR, and advertising.",Managing a high academic workload and the pressure to maintain a high GPA,STEM fields drive technological innovation while non-STEM fields contribute to societal development and creativity.,Male,3.375,,1.0,Male
CSE (STEM),3.50-3.75,8,3rd,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Statistics and Probability,Time,Non STEMs are comparatively easier,Male,3.625,3.0,8.0,Male
CSE (STEM),3.25-3.50,7,4th,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,"Basic English have been the most beneficial to me because they improved my ability to express ideas clearly, think critically, and communicate effectively in both academic and professional settings.",The main challenge I faced was time management.,I believe both STEM and non-STEM courses are equally important.,Female,3.375,4.0,7.0,Female
CSE (STEM),3.25-3.50,7,4,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Nothing,Nothing,Nothing,Male,3.375,4.0,7.0,Male
CSE (STEM),Less than 2.5,4,0,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Art of Living,***,***,Male,2.25,0.0,4.0,Male
CSE (STEM),3.00-3.25,7,4th,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Digital electronics,sometimes,Neutral,Male,3.125,4.0,7.0,Male
CSE (STEM),2.5-3.00,6,3rd,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Art of living,.,Good,Female,2.75,3.0,6.0,Female
CSE (STEM),3.25-3.50,Yes,3rd,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,English,Assignments and presentations,I can't say that non-STEM courses are totally useless. It increase academic pressure. But it also have it's own benefits.,Male,3.375,3.0,,Male
CSE (STEM),2.5-3.00,2,3rd,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,"Art of Living 
The  ""Art of Living"" course has helped me a lot. It taught me ways to manage stress and clear my mind. Because of it, I think more positively and can focus better. This has helped me in both my non-STEM and STEM courses. The breathing exercises and meditation are especially useful. They improve my concentration and overall well-being, letting me face challenges calmly and stay balanced.","Balancing STEM and non-STEM courses can be tricky. One big challenge is managing time. STEM classes need lots of time for problem-solving, labs, and understanding theories, while non-STEM classes, like ""Art of Living,"" focus more on thinking, discussion, and self-reflection. Handling both needs good planning.

Another challenge is the different ways of learning. STEM subjects are logical and numbers-based, while non-STEM subjects are more about ideas, creativity, and personal opinions. Adjusting to both styles and doing well in them can be hard.","I think STEM and non-STEM courses go hand in hand rather than clash. STEM courses teach problem-solving and analytical skills, which are important for innovation and technology. Non-STEM courses, like ""Art of Living,"" help develop soft skills such as communication, emotional understanding, critical thinking, and ethics. These are important for leadership, teamwork, and seeing the human side of science and technology.

A good education combines both STEM and non-STEM courses, helping students become skilled in technical areas while also understanding people and society, so they can solve problems with both logic and insight.",Female,2.75,3.0,2.0,Female
CSE (STEM),3.25-3.50,6,3rd year,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Arts of living because it is beneficial for being a good human being.,Time management between them this subject.,I like them depending on there difficulty.,Female,3.375,3.0,6.0,Female
CSE (STEM),3.00-3.25,4,3rd,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,English 1st&2nd because somehow it helps me to improve my speaking and writing skills.,"I feel very unmotivated to study subjects like Bangladesh Studies and Art of Living. Honestly, I don't see how they are relevant to our field of computer science. They take up a lot of time to memorise, and because of that, I struggle to focus on my STEM-related subjects where my real interest and priorities lie.","From my perspective, STEM courses are directly connected to my career goals and future opportunities. They teach problem-solving, innovation, and practical skills that I can actually apply in the tech industry. On the other hand, non-STEM courses feel more like a formality — they don't align with my passion or long-term plans. While I understand they might have some value in building general knowledge or soft skills, I believe the heavy focus on them takes away valuable time that could be better spent mastering subjects that truly matter for my field.",Female,3.125,3.0,4.0,Female
CSE (STEM),2.5-3.00,5,3rd,Neutral,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,"Physiology, art of living 
It's helps to improve your daily necessary behaviour, which is important in your future","Too much pressure to manage both.. 
Financial problem","STEM is more important for our academic life.. non STEM is too
But When non STEM will creat more pressure then it's",Female,2.75,3.0,5.0,Female
CSE (STEM),Less than 2.5,5,3rd,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Neutral,Philosophy,Retention style conflict,"STEM Courses: Logic, Precision, Innovation 
 Non-STEM Courses: Perspective, Communication, Humanity",Male,2.25,3.0,5.0,Male
CSE (STEM),3.50-3.75,4,21,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Art of living,Time management,Non-stem courses need for all students but Stem courses and non-stem courses working time management little bit difficult.,Female,3.625,21.0,4.0,Female
CSE (STEM),3.25-3.50,2,3rd,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,BNS,Time consuming,Yes,Male,3.375,3.0,2.0,Male
CSE (STEM),3.25-3.50,10,4,Neutral,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Digital electronics,Projects,Non-STEM courses are not important because they do not directly contribute to technical knowledge or career growth in our field,Male,3.375,4.0,10.0,Male
CSE (STEM),2.5-3.00,2,3rd,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Agree,BNS.,"While studying non-STEM courses, I sometimes struggle to balance my STEM studies because focusing too much on non-STEM subjects makes my STEM learning a bit disorganized.","STEM courses feel more practical for future careers, while non-STEM courses help improve thinking and creativity.",Male,2.75,3.0,2.0,Male
CSE (STEM),2.5-3.00,four,2025,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Art of Living,time maintain,non stem is like optional,Male,2.75,2025.0,,Male
CSE (STEM),2.5-3.00,2,3rd,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,BNS,Time waist,Yes,Male,2.75,3.0,2.0,Male
CSE (STEM),3.50-3.75,6,4th,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,English. Because it has increased my communication skill in English,Cant balance,STEM is full of technical terms and logical but non STEM is just the reading things I think,Female,3.625,4.0,6.0,Female
CSE (STEM),3.25-3.50,6,3rd,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,AOL,Unnecessary topics,Nothing,Male,3.375,3.0,6.0,Male
CSE (STEM),2.5-3.00,Don't know,3rd,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,English because of its speaking skill,Nothing,Good,Female,2.75,3.0,,Female
CSE (STEM),2.5-3.00,Not sure,4th,Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-,-,-,Male,2.75,4.0,,Male
CSE (STEM),3.75-4.00,5,4th,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Agree,Agree,Neutral,Neutral,Neutral,"ENG113, this course has been beneficial  to me because it helps me to boost up my communication and presentation  skill in English.","Some non-STEM  courses  contains  too many theoretical  concept rather than providing conceptual context, as a result i faced imbalance","STEM courses sharpen problem-solving and technical skills, while non-STEM courses deepen creativity, communication, and understanding of human experience.",Female,3.875,4.0,5.0,Female
CSE (STEM),3.25-3.50,5,4th,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,"Art of Leaving, because it teaches me think out of the box",Time management,STEM,Male,3.375,4.0,5.0,Male
CSE (STEM),2.5-3.00,7-8,4th,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Courses like English Communication and Bangladesh Studies have been most beneficial for me. English communication improved my presentation, report writing, and teamwork skills, which are very important in professional life. Bangladesh Studies gave me a better understanding of our culture and society, which helps me to think critically and responsibly as an engineer.","The main challenge I faced was managing time. STEM courses are highly technical and require long hours of coding, lab work, and problem-solving. On the other hand, non-STEM courses require reading, memorization, and writing assignments. Balancing both types of learning styles was sometimes difficult, especially during exam weeks",I believe both STEM and non-STEM courses are equally important,Male,2.75,4.0,7.5,Male
CSE (STEM),3.00-3.25,all,4th,Agree,Neutral,Disagree,Neutral,Strongly agree,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Not all courses think the benefits,"Non -STEM courses are high in theory, but STEM courses are Math Related which is good for me","STEM drives technology and innovation, while non-STEM enriches values, culture, and society—both are equally essential.",Male,3.125,4.0,,Male
CSE (STEM),3.50-3.75,12,4th,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Basic Electronic,"Not matched with my selected path Non-STEM. 
STEM subject help to know about my subject related topic.",STEM,Male,3.625,4.0,12.0,Male
CSE (STEM),2.5-3.00,Lots of,4th,Neutral,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Math.It also Thinking logic and solving problem,Also effect in study life.Problem of balancing result and skill growing.,.,Male,2.75,4.0,,Male
CSE (STEM),3.50-3.75,5,4th Year,Agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Accounting  / Economics → Useful for understanding economics or management in real life,"Time Management : STEM courses have a lot of labs, projects, and practices; non-STEM courses have a lot of studying, assignments, and research papers. Balancing the two together can be time-consuming.","Stem course :Develops logical thinking, problem-solving, and analytical skills.
Non-Stem course:Increases communication, critical thinking, and creativity.",Male,3.625,4.0,5.0,Male
CSE (STEM),3.25-3.50,15,9th semester,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not sure,Some misguides,Have to think,Male,3.375,9.0,15.0,Male
CSE (STEM),3.50-3.75,7,4th,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Agree,Art of Living. Because it helps me in my daily life and activities.,"STEM courses are logical and/or practical. But non-STEM courses are often theoratical. Logical and practical things can be easily covered by me. However, theoratical things are sometimes pathetic to read and memorise.",STEM courses are logical and/or practical. But non-STEM courses are often theoratical.,Male,3.625,4.0,7.0,Male
CSE (STEM),3.25-3.50,7,2025,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Accountings,Time management,STEM courses are more easy to understand than non-STEM courses,Male,3.375,2025.0,7.0,Male
CSE (STEM),3.75-4.00,6,Final,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,"Art of Living
Why: This course teaches the basic manners we need in life, which are important for everyone.",Course load,Sometimes non-Stem courses are valueless in real life.,Male,3.875,,6.0,Male
CSE (STEM),2.5-3.00,7,9th,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Art of living,,,Male,2.75,9.0,7.0,Male
CSE (STEM),3.25-3.50,6/7,4th,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,"Business Application Design and Employability I guess. Because as a business interested person, the course contents were greatly relevant to my interest. So I enjoyed the course and learned so many interesting insights.","As we get a short time to complete the syllabus, in order to complete non-STEM courses, we cannot focus on our main courses or STEM courses properly.","According to my perspective, universities course curriculum should be more STEM centric. Non-STEM courses are helpful but I guess not mandatory. Students could learn it either. Not necessary these courses should be included to the university's course curriculum. If there is a huge numbers of non-STEM courses with large numbers of credit, it is con-currently waste of time and waste of money. In fact in the cases when we want to transfer our credit to another international universities, maximum of these non-STEM courses do not match, so those universities accept very less credits than we completed.",Female,3.375,4.0,6.5,Female
CSE (STEM),3.00-3.25,3,2,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Communication,"1. Workload
2. Time management
3. Focus shift
4. Stress","1. STEM-focused
2. Complementary
3. Challenging balance
4. Skill-building",Male,3.125,2.0,3.0,Male
CSE (STEM),2.5-3.00,4/5,2 nd,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,None,Time,?,Male,2.75,2.0,4.5,Male
CSE (STEM),2.5-3.00,"4  ---   ENG 1,2 , Art of living, bangladesh studies",3rd,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Basic English(ENG 101) . it strengthened my academic writing and speaking skills.,"most of them was just theory, it takes too much time.","Some was fully irrelevant, like Bangladesh Studies. Art of living slightly necessary for real life but no need to teach in university level. Two English courses was good but one can be enough. overall non-stem courses aren't necessary.",Male,2.75,3.0,2.3333333333333335,Male
CSE (STEM),3.50-3.75,4,3,Agree,Agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Two English courses for better communications and Art of Living for ethics and morlity.,"STEM courses seems easier to me but non-STEM courses needs memorising, practising more, sometimes works on outside or filming story.",STEM courses are easy to understand and apply. Non-STEM courses sometimes need remembering or memorising.,Female,3.625,3.0,4.0,Female
CSE (STEM),3.25-3.50,4,22,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,English,Overload,Most of the non-STEM courses are unnecessary,Male,3.375,22.0,4.0,Male
CSE (STEM),3.25-3.50,15,3rd,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Statistics,Theory and Logical  balancing,Stem,Male,3.375,3.0,15.0,Male
CSE (STEM),3.00-3.25,I didn't count,Fall 2025,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Arts of Living because this is basic human need,Too much load,Stem is interesting because this is the feild we have interest.... But non stem is kind of forcefully studying without any interest,Female,3.125,2025.0,,Female
CSE (STEM),2.5-3.00,Yes,4-2,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,For social work,Hard,.,Female,2.75,4.0,,Female
CSE (STEM),3.25-3.50,5,4th,Neutral,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,"One non-STEM course that has been most beneficial to me is Art of Living. This subject teaches not only moral values but also practical skills for handling stress, relationships and daily challenges. It has helped me develop patience, empathy and positive thinking. These lessons go beyond academics — they guide me in becoming a balanced person, improving both my personal life and how I work with others.","Time pressure: STEM subjects usually require problem-solving and practice, while non-STEM subjects often need reading, writing, or reflection. Managing both types can feel overwhelming.

Different skill sets: STEM is more logic-based, while non-STEM is about expression, analysis and creativity. Switching between them can be tough.

Priority conflict: Sometimes students give more attention to STEM (since it's career-focused) and struggle to give equal importance to non-STEM.","I think both STEM and non-STEM courses are important, but they help in different ways. STEM courses train us in problem-solving, logic, and innovation — skills that are essential for careers in science and technology. On the other hand, non-STEM courses like Art of Living, literature, or history help us understand people, values, and society. They build creativity, communication, and emotional intelligence.

To me, it's not really ""STEM versus non-STEM."" Instead, they complement each other. A good education should develop both the mind and the heart. STEM may prepare us for jobs, but non-STEM prepares us for life.",Male,3.375,4.0,5.0,Male
CSE (STEM),3.25-3.50,More than 5,4,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,"The most beneficial non-STEM course for me is the Art of Living course, because it helped me manage stress and develop a positive mindset.","The main challenge I faced was managing time, as STEM courses required technical practice while non-STEM courses needed more reading and writing.","In my perspective, STEM courses build technical and problem-solving skills, while non-STEM courses develop creativity, communication, and critical thinking—both are important for overall growth.",Female,3.375,4.0,5.0,Female
CSE (STEM),Less than 2.5,10,3rd,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Neutral,"I think Art Of Living course may be benificial to me. Becouse, this course provides much learning for our carrier and understanding how communication network built among our carrier.",It would affect my cgpa for the STEM courses and I have been struggled more with the non-STEM courses. It affect my cgpa very deeply.,"non-STEM courses may helpful. But I think it would be a waste of time. Rather than non-STEM courses, we can have industry related workloads and visits to the sector that we are going for. In my opinion, the cost of the non-STEM course should be replaced with the industry visit workout.",Male,2.25,3.0,10.0,Male
CSE (STEM),3.75-4.00,4,3,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Disagree,Agree,English 101 & 102. In every step of my life it'll be used for communicating.,"non STEM course is mostly theoretical, that demands more time but not to much useful in our life",We Should focus more on STEM Courses and need to decrease credit on non-STEM courses,Male,3.875,3.0,4.0,Male
CSE (STEM),2.5-3.00,Around 19,4th,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Economics & Accounting. Because I have a little interest in those subject.,"Most of the non-STEM courses were theory. And I don't have much interest in theory and I can't remember much. And to do theory courses well, you have to devote a lot of time to these courses. So it was getting a little tough for me.","In my opinion, there are some non-STEM courses that we don't need. It would be better to eliminate these courses. Instead, I think it would be more beneficial to study by including STEM in our curriculum.",Male,2.75,4.0,19.0,Male
CSE (STEM),2.5-3.00,No,4th,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Yes,No,No,Female,2.75,4.0,,Female
CSE (STEM),3.75-4.00,10,2nd year,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly agree,Art of Living,Non- STEM course has done bad in my CGPA,"I think some Non Stem course add only those needed most, i think we have to much non-stem course",Male,3.875,2.0,10.0,Male
CSE (STEM),3.75-4.00,11,3rd,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Accounting becouse i think it will help me to understand how business work.,I think those course are much time consuming,Actually non STEM subjects have less logical things then STEM subjects. Sometimes it's doesn't make sense to me but i still read without learn anything. If there was no exams for STEM subjects then it would be ok i think. Becouse i read personal development books which are also NON STEM course category books.,Male,3.875,3.0,11.0,Male
CSE (STEM),3.75-4.00,around 8-10 i guess,"3rd, L3T3",Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,"art of living, taught many lifelessons",balancing time for both,"I think both are important for overall development, stem for",Male,3.875,3.0,9.0,Male
CSE (STEM),3.00-3.25,6,4th,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Philosophy and communication courses helped me think critically and explain complex ideas clearly.They built skills that STEM alone couldn't—like reasoning, empathy, and effective teamwork.","The biggest challenge was managing the different mindsets—STEM demanded precision and problem-solving, while non-STEM required reflection and creativity.
Balancing time between heavy technical assignments and long reading/writing tasks was also tough.","STEM builds technical problem-solving skills, while non-STEM strengthens critical thinking, creativity, and communication.
Together, they balance each other and create a more complete way of learning and working.",Male,3.125,4.0,6.0,Male
CSE (STEM),3.25-3.50,10,2nd,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,"AOL cause in this course I Learn a lot about moral, belives etc.",Sometimes non-STEM becomes more pressure,There good in there own way.,Female,3.375,2.0,10.0,Female
CSE (STEM),3.25-3.50,8,4th,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,History of bangladesh and bangla language,Had to take some pressure.,I don't want to do non-STEM  subjects.,Male,3.375,4.0,8.0,Male
CSE (STEM),Less than 2.5,5,4th Year,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Economics.,Nothing.,These two courses are very important.,Male,2.25,4.0,5.0,Male
CSE (STEM),3.25-3.50,10,4rth,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Philosophy and Communication Studies have been most beneficial to me because they sharpened my critical thinking and improved how I express ideas clearly.,Balancing STEM and non-STEM coursework has been challenging because STEM classes demand heavy problem-solving while non-STEM require extensive reading and writing. Managing time and switching between analytical and creative thinking has been the biggest hurdle.,"STEM builds technical and problem-solving skills, while non-STEM develops critical thinking, creativity, and communication—together creating a well-rounded education.",Male,3.375,4.0,10.0,Male
CSE (STEM),3.25-3.50,8,4rth year,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,English Communication has been most beneficial because it improved my writing and presentation skills.,Handling different study methods of STEM and non-STEM required extra effort.,"STEM builds technical skills, non-STEM improves communication and critical thinking.",Female,3.375,4.0,8.0,Female
CSE (STEM),3.75-4.00,12,4th Year,Strongly disagree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Agree,Agree,"Social And Professional Issues, Art of Living",Nothing Much,Good to have Non-STEM course for ethics and other responsibilities,Male,3.875,4.0,12.0,Male
CSE (STEM),3.00-3.25,10,4th,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,"Communication 

 Helps in explaining technical ideas to non-technical people (like in presentations, project defenses, or job interviews)",Time management,"STEM courses give me the technical skills to build and solve problems, while non-STEM courses improve my communication, creativity, and perspective-together making a balanced foundation for real-world success.",Male,3.125,4.0,10.0,Male
CSE (STEM),3.50-3.75,3,4th,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Basic English has been particularly beneficial because it helped me strengthen my communication skills and understand the structure of language tests.,Nothing special apart from learning more about historical events was painful.,"STEM courses should remain the main focus for developing technical and analytical skills. Non-STEM courses also play an important role by broadening, improving communication.",Male,3.625,4.0,3.0,Male
CSE (STEM),3.00-3.25,4,4th,Disagree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Neutral,,time management,non-STEM are not important for STEM students,Male,3.125,4.0,4.0,Male
